1	1	7355976
1	3	5645
1	4	647219
1	5	2373160
1	6	1801245
1	7	1048040
1	8	984875
1	9	336748
1	10	836709
1	11	196588
1	12	756309
1	13	370725
1	14	248375
1	15	394582
1	16	344967
1	17	58867
1	18	204073
1	19	281981
1	20	164251
1	21	243511
1	22	26334
1	23	39985
1	24	208675
1	25	69290
1	26	251312
1	27	101
1	28	152607
1	29	193423
1	30	17796
1	31	2453
1	32	24779
1	33	24815
1	34	6905
1	35	54459
1	36	74555
1	37	26726
1	38	115013
1	39	21172
1	40	92853
1	41	51731
1	42	16516
1	43	84573
1	44	96739
1	45	12605
1	46	54990
1	47	22343
1	48	11095
1	49	23756
1	50	62809
1	51	11980
1	52	1196
1	53	26070
1	54	961
1	55	10918
1	56	8232
1	57	37224
1	58	59077
1	59	74843
1	60	77547
1	61	20987
1	62	58245
1	63	48502
1	64	4453
1	65	6173
1	66	88959
1	67	7814
1	68	9637
1	69	40059
1	70	18321
1	71	12431
1	72	63606
1	73	42002
1	74	13867
1	75	4311
1	76	10997
1	77	12262
1	78	35928
1	79	16458
1	80	46011
1	81	34839
1	82	8338
1	83	7853
1	84	4222
1	85	36355
1	86	19825
1	87	21521
1	88	9045
1	89	33813
1	90	59389
1	91	16658
1	92	62188
1	93	21280
1	94	15343
1	95	23648
1	96	6965
1	97	3930
1	98	55226
1	99	13733
1	100	15105
1	101	13689
1	102	5805
1	103	20725
1	104	5067
1	105	44406
1	106	33352
1	107	41084
1	108	635
1	109	53411
1	110	37375
1	111	14150
1	112	9447
1	113	6016
1	114	26461
1	115	15200
1	116	22611
1	117	338
1	118	20358
1	119	17006
1	120	1347
1	121	10706
1	122	21689
1	123	15315
1	124	14966
1	125	31057
1	126	21141
1	127	2329
1	128	12425
1	129	9196
1	130	6462
1	131	6151
1	132	6128
1	133	17423
1	134	17582
1	135	3612
1	136	26729
1	137	25813
1	138	7827
1	139	2547
1	140	16427
1	141	15825
1	142	26090
1	143	7059
1	144	20937
1	145	34731
1	146	12122
1	147	7254
1	148	5764
1	149	32377
1	150	17125
1	151	6421
1	152	8720
1	153	10244
1	154	11074
1	155	26798
1	156	2335
1	157	33556
1	158	20060
1	159	12737
1	160	6731
1	161	16124
1	162	25802
1	163	20775
1	164	24699
1	165	88
1	166	34686
1	167	5192
1	168	1884
1	169	5719
1	170	8986
1	171	9757
1	172	24135
1	173	4455
1	174	9987
1	175	21297
1	176	12335
1	177	6843
1	178	7127
1	179	6900
1	180	4466
1	181	1954
1	182	4705
1	183	5592
1	184	1606
1	185	4574
1	186	14483
1	187	10633
1	188	18193
1	189	14773
1	190	17694
1	191	7632
1	192	6264
1	193	5339
1	194	12136
1	195	27143
1	196	6568
1	197	15807
1	198	18105
1	199	16348
1	200	16251
1	201	5456
1	202	22608
1	203	1726
1	204	11659
1	205	7580
1	206	11780
1	207	3236
1	208	9934
1	209	10822
1	210	2368
1	211	222
1	212	9244
1	213	6325
1	214	8392
1	215	13350
1	216	5565
1	217	10242
1	218	4562
1	219	10114
1	220	4505
1	221	5581
1	222	2843
1	223	5578
1	224	10453
1	225	3522
1	226	16486
1	227	1882
1	228	6990
1	229	9612
1	230	6153
1	231	4689
1	232	5048
1	233	5410
1	234	1784
1	235	11342
1	236	5664
1	237	6347
1	238	11893
1	239	6464
1	240	7378
1	241	11149
1	242	2693
1	243	12065
1	244	11910
1	245	14959
1	246	9438
1	247	11329
1	248	11779
1	249	11868
1	250	5928
1	251	5268
1	252	2220
1	253	11204
1	254	10958
1	255	5661
1	256	3332
1	257	6277
1	258	2899
1	259	7388
1	260	4280
1	261	10921
1	262	4312
1	263	4530
1	264	12613
1	265	7311
1	266	3844
1	267	9644
1	268	10372
1	269	12694
1	270	1490
1	271	10528
1	272	2990
1	273	14121
1	274	13334
1	275	7578
1	276	8049
1	277	4612
1	278	16739
1	279	7236
1	280	633
1	281	6678
1	282	8458
1	283	6466
1	284	4185
1	285	3034
1	286	3948
1	287	9162
1	288	13264
1	289	3805
1	290	10211
1	291	6059
1	292	15100
1	293	5203
1	294	2238
1	295	13909
1	296	15021
1	297	6827
1	298	7965
1	299	11443
1	300	7374
1	301	2074
1	302	3729
1	303	15389
1	304	3197
1	305	11220
1	306	7308
1	307	4208
1	308	152
1	309	2832
1	310	3880
1	311	6018
1	312	9593
1	313	4463
1	314	2448
1	315	5951
1	316	3878
1	317	9324
1	318	7262
1	319	7664
1	320	6006
1	321	45
1	322	5277
1	323	6395
1	324	11668
1	325	11082
1	326	8148
1	327	6926
1	328	7191
1	329	6231
1	330	7706
1	331	98
1	332	6035
1	333	5804
1	334	2814
1	335	2171
1	336	7429
1	337	6380
1	338	11850
1	339	7251
1	340	2127
1	341	4179
1	342	6133
1	343	9022
1	344	7720
1	345	1007
1	346	6859
1	347	9599
1	348	3217
1	349	8105
1	350	6774
1	351	10906
1	352	1895
1	353	8852
1	354	14598
1	355	5482
1	356	8655
1	357	6754
1	358	5675
1	359	2795
1	360	8609
1	361	9590
1	362	4149
1	363	5964
1	364	6965
1	365	7087
1	366	8287
1	367	4229
